customer_id,recency,frequency,monetary,customer_name,region,city,age,gender,acquisition_channel,R_score,F_score,M_score,RFM_score,rfm_segment,cluster,cluster_segment
CUST0235,118,7,64359.85,Sanjay Das,South,Chennai,33,Male,Paid Ads,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0236,241,7,68908.87,Zara Bose,South,Kochi,22,Male,Social Media,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0237,92,10,53118.149999999994,Anil Chopra,South,Bengaluru,27,Female,Organic Search,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0238,132,10,41419.2,Tara Das,North,Jaipur,20,Female,Referral,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0239,1,16,111703.7,Kiran Pillai,East,Patna,30,Male,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0240,14,9,70258.33,Tara Pillai,North,Chandigarh,60,Male,Email Campaign,4,3,3,10,Champions,1,Champions
CUST0241,704,1,3516.59,Ishaan Gupta,South,Kochi,47,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0242,65,15,200964.19,Naveen Malhotra,West,Pune,62,Female,Social Media,3,4,4,11,Champions,1,Champions
CUST0243,482,1,6090.4,Neha Desai,West,Surat,23,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0244,189,18,121812.31,Tara Kapoor,South,Chennai,34,Female,Paid Ads,2,4,4,10,Champions,1,Champions
CUST0245,110,4,11683.72,Priya Reddy,South,Kochi,62,Male,Email Campaign,2,2,1,5,At Risk,0,At Risk
CUST0246,298,2,9617.599999999999,Divya Pillai,West,Mumbai,36,Male,Social Media,1,1,1,3,Lost / Dormant,0,At Risk
CUST0247,84,11,96873.98,Anil Desai,North,Chandigarh,59,Female,Organic Search,3,4,3,10,Champions,1,Champions
CUST0248,295,2,41768.5,Rahul Nair,North,Jaipur,52,Male,Referral,1,1,2,4,At Risk,0,At Risk
CUST0249,226,2,74796.25,Suresh Bose,South,Bengaluru,63,Male,Social Media,2,1,3,6,Potential Loyalists,2,Loyal Customers
CUST0250,334,1,3067.65,Nisha Chopra,North,Jaipur,43,Male,Social Media,1,1,1,3,Lost / Dormant,0,At Risk
CUST0251,358,1,1782.44,Nisha Malhotra,West,Mumbai,22,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0252,120,2,8305.93,Neha Reddy,North,Delhi,46,Female,Referral,2,1,1,4,At Risk,0,At Risk
CUST0254,262,6,36750.49,Ananya Mukherjee,West,Mumbai,37,Male,Social Media,1,3,2,6,Potential Loyalists,2,Loyal Customers
CUST0256,68,15,326430.27,Rohan Pillai,East,Patna,27,Female,Social Media,3,4,4,11,Champions,1,Champions
CUST0257,30,1,925.85,Riya Rao,West,Ahmedabad,22,Male,Email Campaign,4,1,1,6,Potential Loyalists,0,At Risk
CUST0258,9,20,187633.01,Reyansh Malhotra,West,Mumbai,53,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0259,139,15,114784.84999999999,Isha Singh,East,Patna,23,Male,Paid Ads,2,4,4,10,Champions,1,Champions
CUST0260,292,1,4080.14,Ishaan Mukherjee,East,Guwahati,43,Female,Referral,1,1,1,3,Lost / Dormant,0,At Risk
CUST0261,43,6,77423.22,Manish Verma,West,Mumbai,21,Male,Organic Search,4,3,3,10,Champions,2,Loyal Customers
CUST0262,49,15,174499.09,Arjun Reddy,East,Patna,56,Male,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0263,28,26,287751.61,Manisha Joshi,South,Chennai,56,Female,Referral,4,4,4,12,Champions,1,Champions
CUST0264,105,7,124448.5,Krishna Bose,South,Kochi,52,Female,Organic Search,3,3,4,10,Champions,2,Loyal Customers
CUST0266,118,9,74436.31,Riya Gupta,West,Ahmedabad,41,Female,Social Media,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0267,168,5,41408.2,Anil Chopra,East,Bhubaneswar,53,Male,Email Campaign,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0268,130,6,132144.81,Vihaan Nair,East,Kolkata,23,Female,Paid Ads,2,3,4,9,Loyal Customers,2,Loyal Customers
CUST0269,205,2,25581.739999999998,Sai Joshi,North,Jaipur,58,Male,Social Media,2,1,2,5,At Risk,0,At Risk
CUST0270,11,15,153669.91999999998,Nisha Kumar,North,Chandigarh,63,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0271,17,23,219953.63,Deepak Joshi,East,Guwahati,61,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0272,70,3,39772.159999999996,Nisha Iyer,East,Patna,48,Female,Email Campaign,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0273,190,2,17790.36,Isha Mukherjee,East,Kolkata,37,Female,Referral,2,1,2,5,At Risk,0,At Risk
CUST0274,214,2,18610.300000000003,Naveen Desai,West,Pune,41,Female,Email Campaign,2,1,2,5,At Risk,0,At Risk
CUST0275,134,11,231113.15000000002,Naveen Singh,East,Guwahati,42,Female,Organic Search,2,4,4,10,Champions,1,Champions
CUST0276,30,6,61685.579999999994,Nisha Sharma,North,Jaipur,53,Female,Social Media,4,3,3,10,Champions,2,Loyal Customers
CUST0277,55,6,78137.86,Aditya Chopra,West,Mumbai,38,Male,Organic Search,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0278,569,2,5237.4,Naveen Das,East,Guwahati,47,Male,Organic Search,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0279,255,4,11244.76,Anil Sharma,North,Chandigarh,41,Female,Paid Ads,1,2,1,4,At Risk,0,At Risk
CUST0280,183,2,47697.07,Manisha Rao,West,Mumbai,61,Male,Social Media,2,1,2,5,At Risk,2,Loyal Customers
CUST0281,44,4,10261.09,Pooja Chopra,East,Patna,59,Female,Organic Search,4,2,1,7,Potential Loyalists,0,At Risk
CUST0282,30,7,45664.41,Rahul Bose,East,Guwahati,47,Female,Referral,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0283,44,36,570198.13,Rahul Menon,East,Kolkata,39,Male,Organic Search,4,4,4,12,Champions,1,Champions
CUST0284,121,22,296427.64,Lakshmi Nair,West,Pune,45,Female,Referral,2,4,4,10,Champions,1,Champions
CUST0285,9,20,67812.66,Divya Joshi,North,Jaipur,24,Male,Paid Ads,4,4,3,11,Champions,1,Champions
CUST0286,281,2,67180.81,Zara Mukherjee,North,Jaipur,52,Female,Organic Search,1,1,3,5,At Risk,2,Loyal Customers
CUST0287,32,8,79004.08,Kavya Kapoor,South,Hyderabad,45,Male,Email Campaign,4,3,3,10,Champions,1,Champions
CUST0288,67,14,83350.32,Neha Sharma,East,Guwahati,31,Male,Paid Ads,3,4,3,10,Champions,1,Champions
CUST0289,93,15,141847.38999999998,Aditya Bose,South,Bengaluru,27,Female,Referral,3,4,4,11,Champions,1,Champions
CUST0290,227,2,7125.66,Suresh Menon,South,Chennai,33,Female,Paid Ads,2,1,1,4,At Risk,0,At Risk
CUST0291,277,3,19069.71,Diya Kumar,North,Lucknow,33,Female,Organic Search,1,2,2,5,At Risk,0,At Risk
CUST0292,662,1,5686.48,Pooja Bose,West,Surat,48,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0293,27,8,69690.25,Krishna Rao,West,Surat,59,Male,Social Media,4,3,3,10,Champions,2,Loyal Customers
CUST0294,106,4,12734.32,Diya Singh,North,Jaipur,42,Female,Referral,3,2,1,6,Potential Loyalists,0,At Risk
CUST0295,553,1,2000.87,Naveen Nair,West,Pune,30,Male,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0296,551,1,1714.95,Deepak Singh,South,Hyderabad,23,Female,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0297,2,2,24423.76,Naveen Reddy,East,Patna,61,Female,Referral,4,1,2,7,Potential Loyalists,2,Loyal Customers
CUST0298,33,16,240209.01,Kiran Das,North,Lucknow,26,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0299,371,1,53107.38,Ishaan Sharma,East,Kolkata,62,Female,Email Campaign,1,1,3,5,At Risk,3,Potential Loyalists
CUST0300,74,9,62728.59,Zara Chopra,West,Pune,53,Male,Email Campaign,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0301,146,3,40083.04,Naveen Bose,East,Patna,60,Female,Paid Ads,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0302,52,17,187611.38,Ramesh Chopra,West,Mumbai,37,Male,Email Campaign,3,4,4,11,Champions,1,Champions
CUST0303,55,1,1415.41,Divya Rao,West,Ahmedabad,35,Female,Organic Search,3,1,1,5,At Risk,0,At Risk
CUST0304,10,28,236667.18,Saanvi Joshi,South,Kochi,60,Male,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0305,180,4,27288.41,Arjun Kapoor,West,Mumbai,38,Female,Referral,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0306,20,42,235984.93,Anil Verma,South,Kochi,21,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0307,5,14,338410.68,Rohan Mukherjee,South,Kochi,50,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0310,65,2,20619.16,Pooja Kapoor,North,Jaipur,23,Male,Referral,3,1,2,6,Potential Loyalists,0,At Risk
CUST0311,46,7,16521.64,Ananya Das,West,Mumbai,32,Male,Email Campaign,3,3,1,7,Potential Loyalists,2,Loyal Customers
CUST0312,243,1,2080.56,Isha Sharma,South,Bengaluru,35,Male,Paid Ads,1,1,1,3,Lost / Dormant,0,At Risk
CUST0313,309,3,24667.46,Sneha Patel,North,Chandigarh,49,Male,Organic Search,1,2,2,5,At Risk,0,At Risk
CUST0314,134,3,47180.869999999995,Divya Sharma,South,Bengaluru,28,Female,Referral,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0315,506,2,92181.49,Rahul Bose,East,Kolkata,37,Female,Referral,1,1,3,5,At Risk,3,Potential Loyalists
CUST0316,48,2,14386.66,Sai Das,East,Patna,41,Male,Social Media,3,1,1,5,At Risk,0,At Risk
CUST0317,104,1,4902.4,Arjun Reddy,East,Guwahati,32,Male,Email Campaign,3,1,1,5,At Risk,0,At Risk
CUST0318,489,1,18962.0,Manisha Iyer,West,Pune,24,Male,Social Media,1,1,2,4,At Risk,3,Potential Loyalists
CUST0319,23,4,21498.190000000002,Suresh Reddy,South,Bengaluru,38,Male,Social Media,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0320,31,3,32398.149999999998,Lakshmi Kumar,East,Guwahati,59,Male,Email Campaign,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0321,48,7,68284.38,Rohan Joshi,North,Chandigarh,43,Male,Organic Search,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0322,40,16,140421.97,Riya Malhotra,East,Guwahati,61,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0323,221,4,42682.11,Ishaan Malhotra,East,Patna,31,Female,Social Media,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0324,197,5,59029.43,Aarav Joshi,East,Guwahati,54,Male,Referral,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0325,199,3,58287.740000000005,Isha Nair,West,Pune,38,Female,Email Campaign,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0326,33,10,284112.8,Aarav Das,North,Jaipur,35,Female,Paid Ads,4,3,4,11,Champions,1,Champions
CUST0327,251,15,128489.09,Swati Verma,South,Chennai,22,Female,Organic Search,1,4,4,9,Loyal Customers,1,Champions
CUST0328,14,11,110533.42000000001,Naveen Singh,North,Jaipur,20,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0329,206,6,64551.54,Nisha Verma,South,Bengaluru,40,Female,Email Campaign,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0330,499,1,10646.08,Aditya Mukherjee,West,Pune,43,Female,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0331,139,2,10009.73,Diya Sharma,West,Ahmedabad,54,Female,Referral,2,1,1,4,At Risk,0,At Risk
CUST0332,296,2,17484.35,Arjun Das,West,Surat,41,Female,Email Campaign,1,1,2,4,At Risk,0,At Risk
CUST0333,173,18,131915.32,Suresh Kapoor,West,Mumbai,36,Female,Referral,2,4,4,10,Champions,1,Champions
CUST0334,125,6,30595.079999999998,Lakshmi Malhotra,South,Kochi,42,Female,Organic Search,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0335,158,5,64207.32,Vivaan Menon,East,Guwahati,38,Male,Organic Search,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0336,192,2,56651.37,Nisha Rao,South,Chennai,29,Male,Paid Ads,2,1,3,6,Potential Loyalists,2,Loyal Customers
CUST0337,131,9,155632.58000000002,Sneha Rao,North,Jaipur,58,Male,Email Campaign,2,3,4,9,Loyal Customers,1,Champions
CUST0338,196,1,3153.0,Sneha Mukherjee,West,Mumbai,50,Female,Social Media,2,1,1,4,At Risk,0,At Risk
CUST0340,179,3,19559.56,Manish Joshi,North,Jaipur,59,Female,Paid Ads,2,2,2,6,Potential Loyalists,0,At Risk
CUST0341,217,3,9549.849999999999,Sneha Desai,South,Kochi,24,Female,Paid Ads,2,2,1,5,At Risk,0,At Risk
CUST0342,40,5,18703.84,Manisha Sharma,East,Patna,39,Male,Referral,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0343,109,13,81119.06,Vikram Kapoor,East,Patna,50,Male,Paid Ads,3,4,3,10,Champions,1,Champions
CUST0344,651,1,9792.87,Sanjay Kumar,North,Lucknow,34,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0345,92,5,18340.68,Riya Reddy,East,Bhubaneswar,41,Female,Social Media,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0346,176,3,59806.08,Ramesh Nair,South,Kochi,51,Female,Referral,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0347,5,3,11498.91,Rohan Das,South,Chennai,45,Male,Paid Ads,4,2,1,7,Potential Loyalists,0,At Risk
CUST0348,140,16,250101.36000000002,Rohan Das,North,Lucknow,60,Female,Paid Ads,2,4,4,10,Champions,1,Champions
CUST0349,17,8,87650.13,Zara Reddy,South,Kochi,58,Female,Referral,4,3,3,10,Champions,1,Champions
CUST0350,68,16,161777.16,Sneha Rao,West,Ahmedabad,56,Female,Email Campaign,3,4,4,11,Champions,1,Champions
CUST0351,69,12,106950.20999999999,Vivaan Chopra,North,Delhi,39,Female,Referral,3,4,4,11,Champions,1,Champions
CUST0352,46,6,175775.78,Ananya Joshi,South,Kochi,34,Female,Social Media,3,3,4,10,Champions,1,Champions
CUST0353,429,1,9192.97,Suresh Bose,North,Delhi,51,Male,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0354,13,8,58191.479999999996,Neha Menon,East,Guwahati,23,Female,Organic Search,4,3,3,10,Champions,2,Loyal Customers
CUST0355,439,1,296.32,Priya Singh,South,Hyderabad,63,Female,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0356,47,6,78867.93,Vihaan Singh,West,Pune,23,Female,Social Media,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0357,288,1,3964.24,Vihaan Iyer,South,Hyderabad,51,Female,Email Campaign,1,1,1,3,Lost / Dormant,0,At Risk
CUST0358,29,9,69955.38,Pooja Iyer,North,Lucknow,18,Male,Referral,4,3,3,10,Champions,1,Champions
CUST0359,186,5,21959.92,Manish Mukherjee,North,Chandigarh,27,Male,Paid Ads,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0360,254,3,9756.65,Tara Reddy,South,Bengaluru,38,Female,Referral,1,2,1,4,At Risk,0,At Risk
CUST0361,2,6,12291.64,Saanvi Kumar,West,Surat,22,Female,Organic Search,4,3,1,8,Loyal Customers,2,Loyal Customers
CUST0362,173,19,185946.06,Karthik Rao,West,Surat,19,Female,Referral,2,4,4,10,Champions,1,Champions
CUST0363,413,2,7961.889999999999,Aarav Reddy,West,Mumbai,39,Male,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0364,90,3,36279.66,Diya Malhotra,North,Delhi,19,Female,Email Campaign,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0365,347,3,49798.46,Sneha Das,South,Hyderabad,27,Female,Referral,1,2,2,5,At Risk,2,Loyal Customers
CUST0367,115,10,130412.83,Manish Patel,North,Delhi,33,Male,Paid Ads,2,3,4,9,Loyal Customers,1,Champions
CUST0368,86,2,10430.61,Deepak Kapoor,West,Ahmedabad,56,Female,Referral,3,1,1,5,At Risk,0,At Risk
CUST0369,212,5,50965.69,Karthik Kapoor,South,Bengaluru,39,Female,Paid Ads,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0370,133,10,60165.15,Sanjay Menon,West,Surat,29,Male,Paid Ads,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0371,103,7,77176.86,Riya Nair,East,Bhubaneswar,41,Female,Social Media,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0372,247,6,102137.48,Aarav Singh,West,Surat,64,Female,Referral,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0373,59,14,116522.95,Divya Desai,West,Mumbai,57,Female,Email Campaign,3,4,4,11,Champions,1,Champions
CUST0374,266,9,56957.59,Meera Kapoor,East,Kolkata,55,Male,Paid Ads,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0375,282,6,109391.65,Karthik Malhotra,South,Bengaluru,27,Male,Social Media,1,3,4,8,Loyal Customers,2,Loyal Customers
CUST0377,35,7,76212.79999999999,Vikram Verma,South,Kochi,49,Male,Referral,4,3,3,10,Champions,2,Loyal Customers
CUST0378,96,1,3879.48,Deepak Malhotra,East,Patna,24,Male,Organic Search,3,1,1,5,At Risk,0,At Risk
CUST0379,63,15,123723.2,Reyansh Iyer,West,Mumbai,38,Female,Organic Search,3,4,4,11,Champions,1,Champions
CUST0380,62,4,30844.62,Suresh Malhotra,South,Chennai,37,Male,Paid Ads,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0381,567,3,16852.49,Saanvi Rao,North,Lucknow,43,Female,Organic Search,1,2,2,5,At Risk,3,Potential Loyalists
CUST0382,87,2,3363.3,Divya Joshi,East,Guwahati,21,Female,Paid Ads,3,1,1,5,At Risk,0,At Risk
CUST0383,24,7,78126.38,Meera Reddy,South,Hyderabad,63,Female,Email Campaign,4,3,3,10,Champions,2,Loyal Customers
CUST0384,14,13,199095.71,Naveen Kumar,North,Jaipur,39,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0385,147,3,26535.059999999998,Nisha Das,East,Guwahati,32,Female,Organic Search,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0386,3,18,125308.61,Nisha Pillai,North,Lucknow,57,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0387,52,5,28834.11,Anil Das,East,Patna,38,Male,Organic Search,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0388,277,4,31640.75,Isha Desai,West,Ahmedabad,32,Male,Paid Ads,1,2,2,5,At Risk,2,Loyal Customers
CUST0389,37,14,157370.66999999998,Anil Nair,South,Hyderabad,39,Female,Social Media,4,4,4,12,Champions,1,Champions
CUST0390,130,2,4148.24,Rohan Iyer,North,Delhi,45,Female,Referral,2,1,1,4,At Risk,0,At Risk
CUST0391,20,22,234284.27,Saanvi Kapoor,East,Kolkata,31,Male,Organic Search,4,4,4,12,Champions,1,Champions
CUST0392,352,1,2209.03,Kiran Kapoor,North,Lucknow,44,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0394,86,13,129817.70999999999,Krishna Singh,South,Chennai,57,Male,Organic Search,3,4,4,11,Champions,1,Champions
CUST0396,20,29,290900.47,Lakshmi Rao,North,Lucknow,43,Female,Referral,4,4,4,12,Champions,1,Champions
CUST0397,10,19,226266.57,Deepak Verma,East,Patna,19,Male,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0399,188,6,16843.31,Shreya Rao,West,Pune,20,Male,Email Campaign,2,3,1,6,Potential Loyalists,2,Loyal Customers
CUST0400,536,2,6410.2699999999995,Sai Bose,East,Bhubaneswar,25,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0401,386,2,18867.32,Vihaan Menon,West,Surat,61,Male,Email Campaign,1,1,2,4,At Risk,3,Potential Loyalists
CUST0403,252,2,48935.04,Aditya Joshi,South,Chennai,59,Female,Referral,1,1,2,4,At Risk,2,Loyal Customers
CUST0404,6,6,33347.15,Neha Singh,North,Lucknow,52,Female,Referral,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0405,30,8,92048.05,Lakshmi Nair,South,Kochi,23,Male,Social Media,4,3,3,10,Champions,1,Champions
CUST0406,50,40,285857.56,Vikram Rao,North,Lucknow,56,Male,Referral,3,4,4,11,Champions,1,Champions
CUST0407,135,11,50630.479999999996,Vivaan Desai,North,Delhi,40,Female,Organic Search,2,4,2,8,Loyal Customers,2,Loyal Customers
CUST0408,165,9,77459.72,Naveen Menon,North,Delhi,42,Male,Social Media,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0409,41,6,50402.13,Vihaan Kapoor,South,Chennai,60,Male,Paid Ads,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0410,27,17,197595.95,Sai Das,North,Chandigarh,36,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0411,287,3,43194.73,Sanjay Rao,South,Hyderabad,22,Male,Social Media,1,2,2,5,At Risk,2,Loyal Customers
CUST0412,6,9,220621.88,Vivaan Kapoor,West,Mumbai,28,Female,Organic Search,4,3,4,11,Champions,1,Champions
CUST0413,9,39,293830.58,Ananya Singh,East,Bhubaneswar,29,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0414,127,6,57055.51,Deepak Joshi,East,Patna,27,Male,Email Campaign,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0415,48,8,111923.52,Arjun Rao,North,Chandigarh,25,Female,Organic Search,3,3,4,10,Champions,1,Champions
CUST0416,150,8,71260.66,Deepak Nair,South,Chennai,41,Male,Organic Search,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0417,1,22,232762.77000000002,Tara Desai,East,Kolkata,45,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0418,100,10,89180.54,Shreya Desai,South,Kochi,58,Female,Social Media,3,3,3,9,Loyal Customers,1,Champions
CUST0419,23,2,25323.14,Diya Kapoor,South,Hyderabad,53,Male,Email Campaign,4,1,2,7,Potential Loyalists,2,Loyal Customers
CUST0420,4,4,8013.84,Aarav Malhotra,North,Delhi,54,Female,Organic Search,4,2,1,7,Potential Loyalists,0,At Risk
CUST0422,3,12,117208.48,Ananya Nair,North,Lucknow,25,Male,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0424,25,13,150325.91,Aditya Sharma,East,Guwahati,64,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0425,338,2,5378.77,Sai Mukherjee,East,Guwahati,32,Female,Organic Search,1,1,1,3,Lost / Dormant,0,At Risk
CUST0426,258,3,6316.1900000000005,Rohan Reddy,West,Ahmedabad,63,Female,Email Campaign,1,2,1,4,At Risk,0,At Risk
CUST0427,47,3,4785.96,Suresh Kumar,West,Surat,57,Female,Social Media,3,2,1,6,Potential Loyalists,0,At Risk
CUST0428,14,10,109938.07999999999,Vivaan Chopra,South,Hyderabad,35,Female,Referral,4,3,4,11,Champions,1,Champions
CUST0429,191,3,72772.25,Swati Verma,East,Bhubaneswar,59,Female,Email Campaign,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0430,203,6,122547.53999999998,Zara Sharma,West,Ahmedabad,37,Female,Social Media,2,3,4,9,Loyal Customers,2,Loyal Customers
CUST0431,22,2,76552.26,Lakshmi Patel,South,Bengaluru,23,Female,Referral,4,1,3,8,Loyal Customers,2,Loyal Customers
CUST0432,479,1,3090.86,Riya Patel,South,Kochi,29,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0433,178,1,1125.44,Ananya Kapoor,South,Hyderabad,19,Female,Email Campaign,2,1,1,4,At Risk,0,At Risk
CUST0434,232,11,128297.61,Vikram Rao,West,Mumbai,24,Female,Paid Ads,2,4,4,10,Champions,1,Champions
CUST0435,161,4,24482.62,Divya Das,East,Patna,33,Male,Email Campaign,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0437,61,14,269488.44,Kavya Menon,South,Kochi,62,Male,Social Media,3,4,4,11,Champions,1,Champions
CUST0438,21,29,253229.01,Ishaan Verma,West,Ahmedabad,20,Male,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0439,43,6,44960.07,Diya Iyer,West,Surat,44,Female,Social Media,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0440,74,6,69775.55,Divya Sharma,North,Chandigarh,60,Male,Social Media,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0441,53,17,161857.49,Swati Singh,North,Lucknow,57,Male,Referral,3,4,4,11,Champions,1,Champions
CUST0442,39,14,211945.32,Ananya Patel,West,Mumbai,55,Male,Organic Search,4,4,4,12,Champions,1,Champions
CUST0443,44,14,64586.619999999995,Lakshmi Malhotra,East,Bhubaneswar,50,Female,Social Media,4,4,3,11,Champions,1,Champions
CUST0444,104,3,8623.77,Sanjay Iyer,North,Chandigarh,45,Male,Email Campaign,3,2,1,6,Potential Loyalists,0,At Risk
CUST0445,38,8,47097.38,Rahul Reddy,West,Mumbai,18,Female,Email Campaign,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0446,114,6,41887.68,Arjun Joshi,North,Lucknow,25,Male,Referral,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0448,630,3,18806.14,Anil Chopra,South,Chennai,49,Female,Organic Search,1,2,2,5,At Risk,3,Potential Loyalists
CUST0449,57,12,122767.38,Anil Mukherjee,North,Chandigarh,60,Male,Email Campaign,3,4,4,11,Champions,1,Champions
CUST0450,202,7,63125.05,Swati Singh,East,Kolkata,54,Male,Paid Ads,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0451,206,2,92623.33,Nisha Singh,West,Surat,21,Male,Referral,2,1,3,6,Potential Loyalists,2,Loyal Customers
CUST0452,42,15,138035.09000000003,Kavya Joshi,North,Chandigarh,47,Female,Referral,4,4,4,12,Champions,1,Champions
CUST0453,653,1,1673.27,Manisha Sharma,North,Jaipur,23,Male,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0454,105,5,25274.34,Suresh Kapoor,West,Mumbai,63,Male,Email Campaign,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0455,17,13,105953.27,Shreya Das,South,Kochi,36,Male,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0457,111,1,3908.44,Vivaan Malhotra,North,Delhi,26,Male,Organic Search,2,1,1,4,At Risk,0,At Risk
CUST0458,66,17,244899.06999999998,Swati Singh,West,Ahmedabad,29,Female,Referral,3,4,4,11,Champions,1,Champions
CUST0459,428,1,5271.53,Nisha Joshi,East,Guwahati,28,Female,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0460,663,2,8170.18,Sai Rao,West,Ahmedabad,63,Male,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0461,20,29,371398.49,Aditya Gupta,North,Delhi,33,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0462,5,12,238256.93,Krishna Kumar,West,Ahmedabad,18,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0463,324,9,93334.89000000001,Meera Kapoor,South,Kochi,62,Female,Organic Search,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0464,107,12,85820.59,Ramesh Sharma,West,Surat,38,Female,Organic Search,3,4,3,10,Champions,1,Champions
